Latitude (decimal degrees):	45.752
Longitude (decimal degrees):	4.949
Elevation (m):	195
Radiation database:	PVGIS-SARAH2


Slope: 37 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190627:1510,430.82,596.32,42.76,36.77,1.52,0.0
20190627:1610,273.35,388.44,32.34,36.37,2.21,0.0
20190627:1710,101.62,179.19,21.96,35.29,2.14,0.0
20190627:1810,35.66,62.68,11.92,33.45,1.86,0.0
20190627:1910,1.0,8.59,2.56,31.23,2.14,0.0
20190627:2010,0.0,0.0,0.0,29.03,2.48,0.0
20190627:2110,0.0,0.0,0.0,27.42,2.62,0.0
20190627:2210,0.0,0.0,0.0,26.08,2.55,0.0
20190627:2310,0.0,0.0,0.0,24.75,2.21,0.0
20190628:0010,0.0,0.0,0.0,23.9,1.93,0.0
20190628:0110,0.0,0.0,0.0,23.08,1.79,0.0
20190628:0210,0.0,0.0,0.0,22.27,1.72,0.0
20190628:0310,0.0,0.0,0.0,21.63,1.59,0.0
20190628:0410,0.0,0.0,0.0,21.04,1.59,0.0
20190628:0510,37.28,61.82,11.09,21.47,1.31,0.0
20190628:0610,120.37,189.18,21.08,23.93,1.17,0.0
20190628:0710,293.89,394.38,31.45,26.46,1.93,0.0
20190628:0810,460.99,603.95,41.88,28.11,2.48,0.0
20190628:0910,596.06,793.97,51.93,29.8,2.62,0.0
20190628:1010,685.0,929.34,60.75,31.49,2.97,0.0
20190628:1110,727.9,997.69,66.58,32.93,3.38,0.0
20190628:1210,729.96,1000.27,66.86,34.03,3.86,0.0
20190628:1310,675.1,917.35,61.41,34.75,4.21,0.0
20190628:1410,586.39,787.52,52.75,35.1,4.48,0.0
20190628:1510,449.24,600.24,42.77,35.01,4.69,0.0
20190628:1610,278.99,388.4,32.35,34.39,4.55,0.0
20190628:1710,100.33,177.53,21.96,33.29,3.93,0.0
20190628:1810,32.3,57.53,11.93,31.52,3.79,0.0
20190628:1910,1.77,10.3,2.55,29.58,3.45,0.0
20190628:2010,0.0,0.0,0.0,27.84,3.24,0.0
20190628:2110,0.0,0.0,0.0,26.37,3.03,0.0
20190628:2210,0.0,0.0,0.0,25.11,2.9,0.0
20190628:2310,0.0,0.0,0.0,23.73,2.55,0.0
20190629:0010,0.0,0.0,0.0,22.28,2.41,0.0
20190629:0110,0.0,0.0,0.0,20.91,2.28,0.0
20190629:0210,0.0,0.0,0.0,19.86,2.14,0.0
20190629:0310,0.0,0.0,0.0,19.09,2.0,0.0
20190629:0410,0.0,0.0,0.0,18.73,1.72,0.0
20190629:0510,31.67,54.09,11.02,19.55,1.31,0.0
20190629:0610,119.41,194.0,21.01,21.51,0.69,0.0
20190629:0710,308.49,415.82,31.38,25.13,0.83,0.0
20190629:0810,478.27,634.36,41.81,26.94,1.03,0.0
20190629:0910,600.15,821.91,51.86,28.67,0.69,0.0
20190629:1010,676.86,961.69,60.68,30.33,0.41,0.0
20190629:1110,712.64,1031.65,66.52,31.87,0.48,0.0
20190629:1210,707.83,1029.74,66.82,33.23,0.55,0.0
20190629:1310,658.66,945.14,61.39,34.32,0.76,0.0
20190629:1410,580.39,814.42,52.75,35.16,1.1,0.0
20190629:1510,446.4,618.31,42.77,35.63,1.1,0.0
20190629:1610,281.87,402.77,32.35,35.69,1.17,0.0
20190629:1710,98.56,180.33,21.96,35.02,1.79,0.0
20190629:1810,31.35,56.67,11.92,33.11,1.86,0.0
20190629:1910,1.37,9.45,2.55,30.48,1.72,0.0
20190629:2010,0.0,0.0,0.0,28.07,1.93,0.0
20190629:2110,0.0,0.0,0.0,26.55,2.41,0.0
20190629:2210,0.0,0.0,0.0,25.79,2.83,0.0
20190629:2310,0.0,0.0,0.0,25.17,3.03,0.0
20190630:0010,0.0,0.0,0.0,24.78,3.1,0.0
20190630:0110,0.0,0.0,0.0,24.67,3.31,0.0
20190630:0210,0.0,0.0,0.0,24.45,3.24,0.0
20190630:0310,0.0,0.0,0.0,24.11,3.1,0.0
20190630:0410,0.0,0.0,0.0,23.66,2.83,0.0
20190630:0510,35.59,60.1,10.95,23.65,2.34,0.0
20190630:0610,116.22,186.51,20.94,25.15,1.66,0.0
20190630:0710,289.24,392.08,31.31,27.63,1.45,0.0
20190630:0810,447.69,599.47,41.74,29.2,0.97,0.0
20190630:0910,573.26,785.51,51.79,30.53,0.9,0.0
20190630:1010,656.26,920.74,60.61,31.71,0.97,0.0
20190630:1110,690.62,988.03,66.46,32.74,0.83,0.0
20190630:1210,679.98,986.47,66.77,33.74,0.48,0.0
20190630:1310,633.36,909.18,61.37,34.24,0.48,0.0
20190630:1410,511.21,709.81,52.74,34.75,1.03,0.0
20190630:1510,231.92,320.02,42.77,34.79,1.45,0.0
20190630:1610,240.7,338.38,32.35,33.81,0.55,0.0
20190630:1710,53.49,87.13,21.96,34.2,0.34,0.0
20190630:1810,7.68,21.47,11.92,32.7,2.41,0.0
20190630:1910,0.0,1.72,2.53,28.11,1.31,0.0
20190630:2010,0.0,0.0,0.0,27.08,1.66,0.0
20190630:2110,0.0,0.0,0.0,27.33,0.97,0.0
20190630:2210,0.0,0.0,0.0,27.64,0.69,0.0
20190630:2310,0.0,0.0,0.0,24.47,1.66,0.0
20190701:0010,0.0,0.0,0.0,23.61,2.62,0.0
20190701:0110,0.0,0.0,0.0,23.99,2.97,0.0
20190701:0210,0.0,0.0,0.0,23.77,2.83,0.0
20190701:0310,0.0,0.0,0.0,23.06,2.34,0.0
20190701:0410,0.0,0.0,0.0,22.11,1.66,0.0
20190701:0510,35.0,59.25,10.87,23.04,1.1,0.0
20190701:0610,115.18,186.12,20.86,25.01,0.76,0.0
20190701:0710,288.03,389.1,31.24,26.03,0.9,0.0
20190701:0810,452.79,598.79,41.67,27.28,1.17,0.0
20190701:0910,581.43,783.93,51.71,28.62,1.24,0.0
20190701:1010,670.03,924.58,60.53,29.84,1.31,0.0
20190701:1110,703.83,987.65,66.38,30.89,1.24,0.0
20190701:1210,698.52,990.46,66.72,31.35,0.9,0.0
20190701:1310,653.11,914.08,61.34,31.74,1.03,0.0
20190701:1410,570.55,780.56,52.72,31.78,1.31,0.0
20190701:1510,446.92,595.74,42.76,31.11,2.28,0.0
20190701:1610,289.18,397.41,32.34,29.3,2.41,0.0
20190701:1710,18.97,38.52,21.95,29.67,2.55,0.0
20190701:1810,8.37,22.32,11.9,29.1,1.45,0.0
20190701:1910,0.0,1.72,2.51,25.84,1.59,0.0
20190701:2010,0.0,0.0,0.0,25.34,1.17,0.0
20190701:2110,0.0,0.0,0.0,24.38,1.72,0.0
20190701:2210,0.0,0.0,0.0,23.85,2.55,0.0
20190701:2310,0.0,0.0,0.0,23.36,3.45,0.0
20190702:0010,0.0,0.0,0.0,22.61,3.66,0.0
20190702:0110,0.0,0.0,0.0,21.7,3.24,0.0
20190702:0210,0.0,0.0,0.0,21.04,2.55,0.0
20190702:0310,0.0,0.0,0.0,20.59,2.41,0.0
20190702:0410,0.0,0.0,0.0,20.27,2.55,0.0
20190702:0510,36.9,60.96,10.79,20.27,2.83,0.0
20190702:0610,117.59,184.31,20.79,20.85,3.17,0.0
20190702:0710,296.78,389.63,31.16,21.92,2.14,0.0
20190702:0810,464.57,594.58,41.59,23.39,2.41,0.0
20190702:0910,600.53,779.37,51.63,24.88,2.62,0.0
20190702:1010,686.09,903.61,60.45,26.42,3.1,0.0
20190702:1110,730.99,970.68,66.31,27.67,3.59,0.0
20190702:1210,733.21,974.92,66.66,28.52,3.86,0.0
20190702:1310,681.0,899.11,61.3,29.09,4.07,0.0
20190702:1410,581.23,760.02,52.7,29.36,4.07,0.0
20190702:1510,423.8,553.05,42.74,29.54,4.07,0.0
20190702:1610,243.34,328.27,32.33,29.42,3.93,0.0
20190702:1710,114.97,179.51,21.94,28.87,3.17,0.0
20190702:1810,33.53,58.39,11.89,27.98,3.03,0.0
20190702:1910,1.42,9.45,2.49,26.45,1.79,0.0
20190702:2010,0.0,0.0,0.0,25.16,1.31,0.0
20190702:2110,0.0,0.0,0.0,24.24,0.97,0.0
20190702:2210,0.0,0.0,0.0,23.45,0.97,0.0
20190702:2310,0.0,0.0,0.0,23.22,0.9,0.0
20190703:0010,0.0,0.0,0.0,22.16,1.03,0.0
20190703:0110,0.0,0.0,0.0,20.96,1.38,0.0
20190703:0210,0.0,0.0,0.0,20.28,1.45,0.0
20190703:0310,0.0,0.0,0.0,19.97,1.45,0.0
20190703:0410,0.0,0.0,0.0,19.5,1.66,0.0
20190703:0510,15.19,31.77,10.71,19.87,1.79,0.0
20190703:0610,118.92,180.15,20.7,21.97,2.28,0.0
20190703:0710,255.13,334.03,31.08,22.59,2.41,0.0
20190703:0810,439.66,566.1,41.51,24.43,2.28,0.0
20190703:0910,591.26,774.84,51.55,26.22,2.34,0.0
20190703:1010,691.73,923.91,60.37,27.9,2.69,0.0
20190703:1110,731.38,987.07,66.22,29.11,2.97,0.0
20190703:1210,726.93,985.65,66.59,30.06,2.97,0.0
20190703:1310,679.31,914.73,61.26,30.55,3.03,0.0
20190703:1410,591.2,786.06,52.68,30.88,3.17,0.0
20190703:1510,454.34,596.39,42.72,29.8,3.31,0.0
20190703:1610,276.36,376.91,32.31,30.04,3.31,0.0
20190703:1710,111.48,162.87,21.92,28.18,3.86,0.0
20190703:1810,33.67,58.39,11.86,27.15,2.76,0.0
20190703:1910,0.0,5.15,2.46,26.21,2.62,0.0
20190703:2010,0.0,0.0,0.0,25.25,2.28,0.0
20190703:2110,0.0,0.0,0.0,24.25,2.14,0.0
20190703:2210,0.0,0.0,0.0,23.12,2.14,0.0
20190703:2310,0.0,0.0,0.0,22.21,2.28,0.0
20190704:0010,0.0,0.0,0.0,21.47,2.21,0.0
20190704:0110,0.0,0.0,0.0,20.56,1.93,0.0
20190704:0210,0.0,0.0,0.0,19.83,1.79,0.0
20190704:0310,0.0,0.0,0.0,19.12,1.86,0.0
20190704:0410,0.0,0.0,0.0,18.58,2.07,0.0
20190704:0510,35.12,58.39,10.62,18.93,2.0,0.0
20190704:0610,115.98,185.41,20.62,21.39,2.48,0.0
20190704:0710,302.73,398.67,30.99,22.57,2.41,0.0
20190704:0810,471.57,609.39,41.42,24.26,1.93,0.0
20190704:0910,600.88,795.12,51.46,25.97,1.66,0.0
20190704:1010,688.57,933.32,60.27,27.59,1.72,0.0
20190704:1110,726.36,996.67,66.13,28.91,1.93,0.0
20190704:1210,721.49,996.31,66.52,29.91,1.86,0.0
20190704:1310,670.58,919.94,61.21,30.66,1.86,0.0
20190704:1410,587.27,793.96,52.64,31.04,1.93,0.0
20190704:1510,451.07,603.57,42.7,31.25,2.0,0.0
20190704:1610,283.82,392.92,32.29,31.33,2.21,0.0
20190704:1710,102.21,179.41,21.89,30.95,2.41,0.0
20190704:1810,33.16,58.39,11.83,30.02,2.69,0.0
20190704:1910,1.03,8.59,2.42,27.8,1.93,0.0
20190704:2010,0.0,0.0,0.0,26.16,1.86,0.0
20190704:2110,0.0,0.0,0.0,24.52,1.72,0.0
20190704:2210,0.0,0.0,0.0,23.8,1.38,0.0
20190704:2310,0.0,0.0,0.0,24.18,1.03,0.0
20190705:0010,0.0,0.0,0.0,24.14,0.62,0.0
20190705:0110,0.0,0.0,0.0,23.63,0.41,0.0
20190705:0210,0.0,0.0,0.0,23.06,0.48,0.0
20190705:0310,0.0,0.0,0.0,22.49,0.62,0.0
20190705:0410,0.0,0.0,0.0,21.92,0.62,0.0
20190705:0510,34.56,58.39,10.53,21.65,0.48,0.0
20190705:0610,113.15,183.81,20.53,22.07,0.34,0.0
20190705:0710,289.82,394.41,30.9,25.97,0.28,0.0
20190705:0810,454.31,604.46,41.33,27.66,0.9,0.0
20190705:0910,583.43,788.72,51.36,29.24,1.31,0.0
20190705:1010,670.41,925.65,60.18,30.64,1.52,0.0
20190705:1110,706.27,989.96,66.03,31.66,1.52,0.0
20190705:1210,700.41,988.64,66.44,32.5,1.38,0.0
20190705:1310,650.38,913.56,61.16,33.16,1.24,0.0
20190705:1410,566.68,785.33,52.61,33.67,1.17,0.0
20190705:1510,438.48,600.36,42.67,33.92,1.17,0.0
20190705:1610,277.34,390.62,32.26,33.75,1.31,0.0
20190705:1710,103.85,180.65,21.86,33.07,1.66,0.0
20190705:1810,26.03,48.94,11.8,31.65,1.72,0.0
20190705:1910,0.34,6.87,2.38,29.81,1.72,0.0
20190705:2010,0.0,0.0,0.0,28.27,1.59,0.0
20190705:2110,0.0,0.0,0.0,28.03,1.38,0.0
20190705:2210,0.0,0.0,0.0,27.79,1.24,0.0
20190705:2310,0.0,0.0,0.0,28.01,1.03,0.0
20190706:0010,0.0,0.0,0.0,26.03,1.31,0.0
20190706:0110,0.0,0.0,0.0,23.49,1.72,0.0
20190706:0210,0.0,0.0,0.0,22.2,1.93,0.0
20190706:0310,0.0,0.0,0.0,21.49,2.07,0.0
20190706:0410,0.0,0.0,0.0,20.94,2.0,0.0
20190706:0510,33.98,57.53,10.43,21.51,1.66,0.0
20190706:0610,112.13,180.99,20.43,24.25,1.52,0.0
20190706:0710,284.19,383.53,30.81,26.13,1.17,0.0
20190706:0810,312.8,415.07,41.24,27.88,0.9,0.0
20190706:0910,81.15,121.06,51.27,29.53,0.48,0.0
20190706:1010,597.09,834.56,60.07,30.84,0.48,0.0
20190706:1110,188.19,259.54,65.93,31.65,1.03,0.0
20190706:1210,670.34,952.99,66.35,32.38,0.83,0.0
20190706:1310,646.46,926.13,61.1,32.8,0.34,0.0
20190706:1410,562.03,788.07,52.56,33.1,0.41,0.0
20190706:1510,412.92,561.13,42.63,33.4,1.45,0.0
20190706:1610,220.83,303.18,32.23,31.53,2.14,0.0
20190706:1710,23.83,44.94,21.83,26.62,1.31,0.0
20190706:1810,37.59,63.54,11.76,26.62,1.31,0.0
20190706:1910,0.0,5.15,2.33,26.4,2.48,0.0
20190706:2010,0.0,0.0,0.0,25.04,1.38,0.0
20190706:2110,0.0,0.0,0.0,24.11,1.03,0.0
20190706:2210,0.0,0.0,0.0,23.8,1.03,0.0
20190706:2310,0.0,0.0,0.0,22.35,1.38,0.0
20190707:0010,0.0,0.0,0.0,22.49,1.1,0.0
20190707:0110,0.0,0.0,0.0,23.19,0.28,0.0
20190707:0210,0.0,0.0,0.0,22.99,0.55,0.0
20190707:0310,0.0,0.0,0.0,22.5,0.9,0.0
20190707:0410,0.0,0.0,0.0,21.81,1.1,0.0
20190707:0510,12.65,28.34,10.33,22.14,0.76,0.0
20190707:0610,103.39,148.96,20.33,22.55,0.69,0.0
20190707:0710,297.5,397.22,30.71,23.73,1.24,0.0
20190707:0810,466.31,609.46,41.14,25.11,1.31,0.0
20190707:0910,600.72,796.68,51.17,26.59,1.72,0.0
20190707:1010,692.84,936.32,59.97,28.07,2.07,0.0
20190707:1110,735.61,1000.95,65.82,29.17,2.55,0.0
20190707:1210,716.52,967.19,66.26,29.46,3.03,0.0
20190707:1310,516.53,682.0,61.03,29.0,2.9,0.0
20190707:1410,225.2,301.63,52.51,29.35,2.62,0.0
20190707:1510,341.7,451.77,42.59,29.42,2.28,0.0
20190707:1610,233.66,317.25,32.19,29.48,2.14,0.0
20190707:1710,12.25,28.43,21.79,28.82,1.52,0.0
20190707:1810,42.47,70.41,11.71,28.07,1.03,0.0
20190707:1910,0.69,7.73,2.28,26.66,2.07,0.0
20190707:2010,0.0,0.0,0.0,25.12,1.79,0.0
20190707:2110,0.0,0.0,0.0,23.54,1.59,0.0
20190707:2210,0.0,0.0,0.0,22.63,1.59,0.0
20190707:2310,0.0,0.0,0.0,21.65,1.66,0.0
20190708:0010,0.0,0.0,0.0,20.77,1.72,0.0
20190708:0110,0.0,0.0,0.0,19.57,1.93,0.0
20190708:0210,0.0,0.0,0.0,18.89,2.21,0.0
20190708:0310,0.0,0.0,0.0,18.39,1.79,0.0
20190708:0410,0.0,0.0,0.0,18.49,1.52,0.0
20190708:0510,29.19,50.66,10.23,18.65,1.31,0.0
20190708:0610,117.08,173.15,20.23,20.87,1.24,0.0
20190708:0710,227.5,301.18,30.61,23.35,1.24,0.0
20190708:0810,460.47,600.19,41.04,24.96,1.45,0.0
20190708:0910,598.68,793.59,51.06,26.51,1.72,0.0
20190708:1010,688.65,932.07,59.86,27.76,1.86,0.0
20190708:1110,729.73,997.7,65.71,28.82,2.14,0.0
20190708:1210,723.59,986.43,66.16,29.53,2.48,0.0
20190708:1310,675.31,911.56,60.96,29.98,2.69,0.0
20190708:1410,511.61,678.37,52.46,30.19,2.76,0.0
20190708:1510,405.92,535.9,42.55,30.06,2.76,0.0
20190708:1610,282.64,384.86,32.15,29.58,2.9,0.0
20190708:1710,117.38,175.78,21.74,29.11,2.76,0.0
20190708:1810,41.9,69.55,11.66,28.12,2.83,0.0
20190708:1910,0.36,6.87,2.22,27.05,2.34,0.0
20190708:2010,0.0,0.0,0.0,25.42,3.1,0.0
20190708:2110,0.0,0.0,0.0,23.99,3.45,0.0
20190708:2210,0.0,0.0,0.0,22.91,3.17,0.0
20190708:2310,0.0,0.0,0.0,22.08,2.97,0.0
20190709:0010,0.0,0.0,0.0,21.33,2.76,0.0
20190709:0110,0.0,0.0,0.0,20.66,2.76,0.0
20190709:0210,0.0,0.0,0.0,20.22,2.9,0.0
20190709:0310,0.0,0.0,0.0,19.69,3.03,0.0
20190709:0410,0.0,0.0,0.0,19.09,2.97,0.0
20190709:0510,5.7,17.17,10.12,18.75,2.9,0.0
20190709:0610,117.96,175.65,20.13,19.18,3.52,0.0
20190709:0710,283.63,366.54,30.51,20.09,3.17,0.0
20190709:0810,471.37,594.41,40.94,21.77,3.31,0.0
20190709:0910,611.24,777.94,50.96,23.47,3.93,0.0
20190709:1010,703.21,909.03,59.74,24.86,4.21,0.0
20190709:1110,763.78,1000.18,65.59,25.92,4.28,0.0
20190709:1210,396.68,511.52,66.05,26.8,4.48,0.0
20190709:1310,569.82,739.05,60.88,27.35,4.34,0.0
20190709:1410,351.41,456.07,52.4,27.85,4.14,0.0
20190709:1510,456.79,590.27,42.5,27.87,4.28,0.0
20190709:1610,284.78,380.67,32.1,27.45,4.62,0.0
20190709:1710,118.4,182.08,21.69,26.8,4.76,0.0
20190709:1810,42.45,69.55,11.6,25.89,4.34,0.0
20190709:1910,0.0,0.0,0.0,24.53,4.28,0.0
20190709:2010,0.0,0.0,0.0,23.27,4.28,0.0
20190709:2110,0.0,0.0,0.0,22.32,4.21,0.0
20190709:2210,0.0,0.0,0.0,21.45,4.21,0.0
20190709:2310,0.0,0.0,0.0,20.63,4.28,0.0
20190710:0010,0.0,0.0,0.0,19.88,4.21,0.0
20190710:0110,0.0,0.0,0.0,19.16,4.14,0.0
20190710:0210,0.0,0.0,0.0,18.44,4.21,0.0
20190710:0310,0.0,0.0,0.0,17.77,4.28,0.0
20190710:0410,0.0,0.0,0.0,17.13,4.21,0.0
20190710:0510,28.86,49.8,10.01,16.88,4.14,0.0
20190710:0610,112.5,183.04,20.02,17.44,4.48,0.0
20190710:0710,316.72,406.49,30.4,19.01,4.76,0.0
20190710:0810,498.8,619.53,40.83,20.63,4.9,0.0
20190710:0910,643.58,807.25,50.84,22.16,5.17,0.0
20190710:1010,742.61,948.64,59.62,23.46,5.03,0.0
20190710:1110,783.94,1014.68,65.46,24.62,4.97,0.0
20190710:1210,781.04,1015.55,65.94,25.64,5.03,0.0
20190710:1310,720.52,933.47,60.79,26.41,5.03,0.0
20190710:1410,617.87,794.47,52.33,26.92,4.97,0.0
20190710:1510,483.5,620.43,42.44,27.17,4.9,0.0
20190710:1610,302.11,404.08,32.04,27.09,4.83,0.0
20190710:1710,105.6,183.11,21.63,26.66,4.69,0.0
20190710:1810,28.15,50.66,11.54,25.92,3.72,0.0
20190710:1910,0.0,0.0,0.0,24.62,3.17,0.0
20190710:2010,0.0,0.0,0.0,23.07,2.69,0.0
20190710:2110,0.0,0.0,0.0,21.65,2.41,0.0
20190710:2210,0.0,0.0,0.0,20.27,2.28,0.0
20190710:2310,0.0,0.0,0.0,18.93,2.14,0.0
20190711:0010,0.0,0.0,0.0,17.84,2.0,0.0
20190711:0110,0.0,0.0,0.0,17.19,1.72,0.0
20190711:0210,0.0,0.0,0.0,16.91,1.52,0.0
20190711:0310,0.0,0.0,0.0,16.31,1.52,0.0
20190711:0410,0.0,0.0,0.0,16.32,1.45,0.0
20190711:0510,31.45,53.24,9.9,16.8,1.24,0.0
20190711:0610,60.57,90.37,19.91,18.4,0.76,0.0
20190711:0710,132.62,179.3,30.3,20.68,0.76,0.0
20190711:0810,191.73,251.7,40.72,21.54,1.03,0.0
20190711:0910,266.03,345.22,50.73,23.09,1.45,0.0
20190711:1010,496.48,648.4,59.5,24.28,1.52,0.0
20190711:1110,173.82,233.86,65.33,25.5,1.31,0.0
20190711:1210,250.66,333.11,65.82,27.04,1.24,0.0
20190711:1310,282.09,375.24,60.7,28.08,1.24,0.0
20190711:1410,271.16,361.67,52.26,28.72,1.31,0.0
20190711:1510,244.32,326.73,42.38,29.02,1.66,0.0
20190711:1610,218.02,295.92,31.98,29.14,1.93,0.0
20190711:1710,105.09,154.0,21.57,28.87,2.21,0.0
20190711:1810,39.33,66.12,11.47,27.83,2.21,0.0
20190711:1910,0.0,0.0,0.0,25.22,2.07,0.0
20190711:2010,0.0,0.0,0.0,23.69,2.0,0.0
20190711:2110,0.0,0.0,0.0,21.94,1.38,0.0
20190711:2210,0.0,0.0,0.0,23.15,0.0,0.0
20190711:2310,0.0,0.0,0.0,20.24,1.17,0.0
20190712:0010,0.0,0.0,0.0,20.43,1.31,0.0
20190712:0110,0.0,0.0,0.0,20.16,1.38,0.0
20190712:0210,0.0,0.0,0.0,19.75,1.38,0.0
20190712:0310,0.0,0.0,0.0,19.76,1.24,0.0
20190712:0410,0.0,0.0,0.0,19.3,1.24,0.0
20190712:0510,28.47,49.8,9.78,19.03,1.1,0.0
20190712:0610,107.43,178.9,19.8,20.26,0.83,0.0
20190712:0710,295.36,395.83,30.18,23.21,0.69,0.0
20190712:0810,463.88,604.58,40.61,24.41,1.24,0.0
20190712:0910,600.11,796.2,50.61,25.62,1.38,0.0
20190712:1010,663.06,894.76,59.37,26.89,1.59,0.0
20190712:1110,727.24,992.11,65.19,28.26,2.07,0.0
20190712:1210,641.55,862.1,65.69,28.8,2.48,0.0
20190712:1310,512.89,676.77,60.6,29.06,2.97,0.0
20190712:1410,524.07,683.39,52.18,28.3,3.59,0.0
20190712:1510,437.57,568.78,42.31,28.43,3.79,0.0
20190712:1610,245.6,328.26,31.92,27.74,3.72,0.0
20190712:1710,118.25,175.9,21.5,27.1,3.66,0.0
20190712:1810,39.69,66.12,11.4,26.33,3.38,0.0
20190712:1910,0.0,0.0,0.0,25.66,2.83,0.0
20190712:2010,0.0,0.0,0.0,24.14,2.21,0.0
20190712:2110,0.0,0.0,0.0,22.63,1.86,0.0
20190712:2210,0.0,0.0,0.0,21.03,1.72,0.0
20190712:2310,0.0,0.0,0.0,19.8,1.72,0.0
20190713:0010,0.0,0.0,0.0,19.66,1.79,0.0
20190713:0110,0.0,0.0,0.0,19.44,2.07,0.0
20190713:0210,0.0,0.0,0.0,19.36,2.48,0.0
20190713:0310,0.0,0.0,0.0,19.34,2.69,0.0
20190713:0410,0.0,0.0,0.0,18.97,2.62,0.0
20190713:0510,29.83,51.52,9.66,18.96,2.69,0.0
20190713:0610,110.92,158.43,19.68,19.75,3.1,0.0
20190713:0710,307.11,399.75,30.07,20.88,3.38,0.0
20190713:0810,493.39,621.84,40.49,22.01,3.66,0.0
20190713:0910,596.49,757.32,50.49,23.17,4.07,0.0
20190713:1010,732.32,944.27,59.23,24.05,4.34,0.0
20190713:1110,780.37,1015.87,65.04,24.88,4.55,0.0
20190713:1210,771.38,1005.64,65.56,25.54,4.69,0.0
20190713:1310,724.73,940.11,60.49,26.06,4.76,0.0
20190713:1410,626.53,805.72,52.09,26.41,4.69,0.0
20190713:1510,489.14,626.19,42.23,26.51,4.76,0.0
20190713:1610,305.11,406.25,31.85,26.34,4.76,0.0
20190713:1710,107.78,184.19,21.43,25.83,4.76,0.0
20190713:1810,30.84,54.09,11.32,25.09,4.34,0.0
20190713:1910,0.0,0.0,0.0,23.94,3.66,0.0
20190713:2010,0.0,0.0,0.0,22.65,3.38,0.0
20190713:2110,0.0,0.0,0.0,21.69,3.38,0.0
20190713:2210,0.0,0.0,0.0,20.82,3.45,0.0
20190713:2310,0.0,0.0,0.0,20.04,3.38,0.0
20190714:0010,0.0,0.0,0.0,19.3,3.38,0.0
20190714:0110,0.0,0.0,0.0,18.61,3.31,0.0
20190714:0210,0.0,0.0,0.0,18.03,3.17,0.0
20190714:0310,0.0,0.0,0.0,17.47,3.1,0.0
20190714:0410,0.0,0.0,0.0,16.95,3.1,0.0
20190714:0510,26.22,46.37,9.53,16.86,3.17,0.0
20190714:0610,107.48,178.26,19.56,17.87,3.66,0.0
20190714:0710,310.65,401.4,29.95,19.64,4.0,0.0
20190714:0810,491.11,614.28,40.37,21.38,4.28,0.0
20190714:0910,633.59,802.16,50.36,22.89,4.34,0.0
20190714:1010,729.5,939.4,59.09,24.22,4.48,0.0
20190714:1110,763.32,994.0,64.9,25.31,4.55,0.0
20190714:1210,765.72,1000.86,65.42,25.97,4.55,0.0
20190714:1310,692.15,898.82,60.38,26.63,4.69,0.0
20190714:1410,606.6,779.78,52.0,26.86,4.9,0.0
20190714:1510,445.7,570.14,42.15,26.79,5.24,0.0
20190714:1610,300.55,397.66,31.77,25.8,5.59,0.0
20190714:1710,110.74,183.27,21.35,24.71,5.59,0.0
20190714:1810,35.64,60.1,11.24,23.78,5.45,0.0
20190714:1910,0.0,0.0,0.0,21.81,5.66,0.0
20190714:2010,0.0,0.0,0.0,20.42,5.38,0.0
20190714:2110,0.0,0.0,0.0,19.62,4.62,0.0
20190714:2210,0.0,0.0,0.0,18.91,4.21,0.0
20190714:2310,0.0,0.0,0.0,18.24,4.28,0.0
20190715:0010,0.0,0.0,0.0,17.62,4.55,0.0
20190715:0110,0.0,0.0,0.0,16.89,4.55,0.0
20190715:0210,0.0,0.0,0.0,16.38,4.41,0.0
20190715:0310,0.0,0.0,0.0,15.98,4.41,0.0
20190715:0410,0.0,0.0,0.0,15.68,4.48,0.0
20190715:0510,31.72,53.24,9.41,15.62,4.21,0.0
20190715:0610,108.15,176.51,19.44,16.09,5.17,0.0
20190715:0710,243.61,309.14,29.83,17.81,5.59,0.0
20190715:0810,480.89,589.89,40.25,19.15,6.0,0.0
20190715:0910,514.91,632.7,50.23,20.5,7.24,0.0
20190715:1010,698.41,868.71,58.95,21.77,7.31,0.0
20190715:1110,705.83,886.71,64.74,22.67,6.9,0.0
20190715:1210,745.7,943.3,65.27,23.28,6.62,0.0
20190715:1310,710.69,898.43,60.26,24.08,6.62,0.0
20190715:1410,513.81,646.5,51.91,24.77,6.62,0.0
20190715:1510,461.66,581.96,42.07,25.07,6.55,0.0
20190715:1610,297.66,392.26,31.69,25.41,6.07,0.0
20190715:1710,108.12,182.11,21.27,25.21,5.52,0.0
20190715:1810,31.55,54.95,11.15,24.74,4.69,0.0
20190715:1910,0.0,0.0,0.0,23.17,4.34,0.0
20190715:2010,0.0,0.0,0.0,22.01,3.72,0.0
20190715:2110,0.0,0.0,0.0,21.01,3.24,0.0
20190715:2210,0.0,0.0,0.0,20.05,2.97,0.0
20190715:2310,0.0,0.0,0.0,19.22,2.76,0.0
20190716:0010,0.0,0.0,0.0,18.44,2.62,0.0
20190716:0110,0.0,0.0,0.0,17.73,2.55,0.0
20190716:0210,0.0,0.0,0.0,16.98,2.41,0.0
20190716:0310,0.0,0.0,0.0,16.21,2.34,0.0
20190716:0410,0.0,0.0,0.0,15.46,2.28,0.0
